filename,zone
C2WBVK5N9A_chipid1018.tiff,EASTERN DRY
447UHK1QOB_chipid500.tiff,UNKNOWN
6ATJ6FDI6R_chipid3156.tiff,SOUTHERN DRY
N1XDL83481_chipid3454.tiff,COASTAL
VENPN1RFY9_chipid7375.tiff,SOUTHERN TRANSITION
E9GCNWJIAK_chipid1446.tiff,CENTRAL DRY
BW4867IWAK_chipid4987.tiff,HILL
I1MQ94DAV2_chipid6455.tiff,SOUTHERN DRY
CFYK39JTWF_chipid4612.tiff,NORTH EAST DRY
5O5JMU5Q5Y_chipid5091.tiff,NORTH EAST DRY
RXZU7GZI6P_chipid2788.tiff,SOUTHERN TRANSITION
BA03WH6TXQ_chipid6594.tiff,CENTRAL DRY
DW7TIA107J_chipid1807.tiff,CENTRAL DRY
5QZKFTHZ1H_chipid7714.tiff,COASTAL
5GVMW48SNF_chipid6923.tiff,SOUTHERN TRANSITION
VXRMF7OLOU_chipid2628.tiff,SOUTHERN TRANSITION
V7SNQTU2OW_chipid5097.tiff,NORTH EAST DRY
Z58765XGNP_chipid4532.tiff,NORTH EAST DRY
MB2TKP6B1C_chipid1913.tiff,EASTERN DRY
PRPCZZPAUC_chipid7191.tiff,UNKNOWN
AUVJSAQJUZ_chipid4063.tiff,SOUTHERN DRY
8PS6YQZL5P_chipid2411.tiff,EASTERN DRY
4H31R7SY6I_chipid117.tiff,SOUTHERN TRANSITION
OQXOVNRCHQ_chipid7963.tiff,UNKNOWN
OJVAJFRUOK_chipid651.tiff,EASTERN DRY
GMQHG9TPYN_chipid6890.tiff,SOUTHERN TRANSITION
EDBABT6GC9_chipid5875.tiff,NORTHERN DRY
CHMH6XTQVN_chipid1229.tiff,CENTRAL DRY
CA4P7ZJS5F_chipid3563.tiff,COASTAL
PYWO752DQZ_chipid3707.tiff,WESTERN TRANSITION
JSVZHLC5PK_chipid2036.tiff,EASTERN DRY
JULSVL9YUI_chipid1269.tiff,CENTRAL DRY
H7HX7PFBFS_chipid116.tiff,SOUTHERN TRANSITION
HRYNHKW9UM_chipid7599.tiff,NORTH EAST DRY
NO9FTHAG7X_chipid4465.tiff,NORTH EAST DRY
1NWNP85CP2_chipid4562.tiff,NORTH EAST DRY
8JLSV6LZFC_chipid7699.tiff,COASTAL
VS2FW2GKEG_chipid2075.tiff,EASTERN DRY
J3LV4A62G4_chipid1841.tiff,CENTRAL DRY
KXZA7IRX9Y_chipid2131.tiff,EASTERN DRY
YZJWQWBQJD_chipid107.tiff,SOUTHERN TRANSITION
HZW25K4D2G_chipid1585.tiff,CENTRAL DRY
5EZOGGL48Y_chipid4655.tiff,NORTH EAST DRY
BZ8HU69QQP_chipid111.tiff,SOUTHERN TRANSITION
O0IR1DLU2O_chipid1936.tiff,EASTERN DRY
235HD0WDOV_chipid7520.tiff,NORTHERN DRY
DX6YT6C5LX_chipid4767.tiff,NORTH EAST DRY
PJM7DJ6EE4_chipid5775.tiff,NORTHERN DRY
OPBT5UU5DB_chipid1412.tiff,CENTRAL DRY
ZSCS0LZ7BF_chipid8064.tiff,NORTH EAST DRY
I1KYKTKOQR_chipid6164.tiff,COASTAL
ZNBZEXLFQB_chipid84.tiff,SOUTHERN TRANSITION
X11KS3CWPG_chipid6798.tiff,NORTHERN DRY
RS0WW14E6X_chipid568.tiff,EASTERN DRY
NGSI12WN3R_chipid3846.tiff,CENTRAL DRY
FVK9II43UK_chipid6786.tiff,NORTHERN DRY
J7WGP7UVFD_chipid7332.tiff,NORTH EAST DRY
G5COQB6LUQ_chipid674.tiff,EASTERN DRY
JRUKFDVOL4_chipid1247.tiff,CENTRAL DRY
RHU4MFKG6X_chipid3660.tiff,WESTERN TRANSITION
LOU4WMP6FJ_chipid7052.tiff,NORTHERN DRY
MDVKY5FKVW_chipid7804.tiff,COASTAL
MAXKWPI516_chipid6293.tiff,NORTH EAST DRY
N6T59ILJ20_chipid4967.tiff,HILL
V8ZPNQQ45V_chipid5082.tiff,NORTH EAST DRY
6TQQQKM4SH_chipid2173.tiff,EASTERN DRY
K7LFZS2DP0_chipid2462.tiff,EASTERN DRY
X5D0RCH8FB_chipid2734.tiff,SOUTHERN TRANSITION
OFH1RADR64_chipid3986.tiff,UNKNOWN
ASYWMKB35M_chipid6560.tiff,CENTRAL DRY
ZXTQR9JT90_chipid6332.tiff,NORTH EAST DRY
Y2EUURIAHU_chipid7366.tiff,SOUTHERN TRANSITION
JH816I4ZPG_chipid7342.tiff,NORTH EAST DRY
8HMK5LNBWY_chipid6025.tiff,UNKNOWN
SANY30EHH3_chipid548.tiff,SOUTHERN DRY
C8MNJSS0DO_chipid5917.tiff,NORTHERN DRY
L0OYNK6Z8R_chipid6663.tiff,CENTRAL DRY
NUALY65LMT_chipid520.tiff,SOUTHERN DRY
2TVHKPVFRE_chipid2976.tiff,CENTRAL DRY
J9AUAAAOVY_chipid593.tiff,EASTERN DRY
KZ54MY8FVK_chipid3025.tiff,EASTERN DRY
JF1NO1RW65_chipid6217.tiff,SOUTHERN DRY
LV8BCNAAKH_chipid6353.tiff,NORTH EAST DRY
WUUWJDU4EE_chipid681.tiff,EASTERN DRY
0ESLWJR6YR_chipid1056.tiff,EASTERN DRY
8UJ53A5UZR_chipid737.tiff,EASTERN DRY
JEET7CF13T_chipid5710.tiff,NORTHERN DRY
ZEPZ1BFMU2_chipid7330.tiff,NORTH EAST DRY
E40E5401NO_chipid1740.tiff,CENTRAL DRY
UU9T92GOGR_chipid1835.tiff,CENTRAL DRY
WQVS0ZA144_chipid3309.tiff,COASTAL
ABNT8D2BA2_chipid2089.tiff,EASTERN DRY
E2Y4IX0UFL_chipid7616.tiff,CENTRAL DRY
8JJYBDTHBN_chipid3690.tiff,WESTERN TRANSITION
AGQGU4J7US_chipid7623.tiff,CENTRAL DRY
9NJI0V4XY9_chipid2936.tiff,CENTRAL DRY
92BHPS55PP_chipid2110.tiff,EASTERN DRY
0TJH03VD8J_chipid348.tiff,SOUTHERN TRANSITION
1LA3H7JO1P_chipid512.tiff,EASTERN DRY
7H2QX0X1A3_chipid4603.tiff,NORTH EAST DRY
XPKT5LM7B4_chipid962.tiff,EASTERN DRY
2UTTRD8D5Z_chipid5191.tiff,NORTH EAST DRY
86XT1ZLZB1_chipid4502.tiff,NORTH EAST DRY
VNECW5G7VK_chipid3817.tiff,WESTERN TRANSITION
FXV7P9XD4R_chipid3265.tiff,CENTRAL DRY
E1702PAXWN_chipid5259.tiff,NORTH EAST DRY
NR4NEITFPQ_chipid7734.tiff,COASTAL
AJFCB3FPLG_chipid1371.tiff,CENTRAL DRY
QG2T2H4HN5_chipid336.tiff,SOUTHERN DRY
15W8UZUN4X_chipid7795.tiff,COASTAL
OAMA0SMH4O_chipid5988.tiff,NORTH EAST DRY
M36JCDC6CP_chipid1855.tiff,CENTRAL DRY
C1PGEGZ0N3_chipid1620.tiff,CENTRAL DRY
ETXALSZMXE_chipid2969.tiff,CENTRAL DRY
C3ZEQCLGVY_chipid4722.tiff,NORTH EAST DRY
SCX7A89UBS_chipid3699.tiff,WESTERN TRANSITION
6KB0GNHZ0A_chipid1589.tiff,CENTRAL DRY
HBKZFU6AIC_chipid2757.tiff,SOUTHERN TRANSITION
ULQKY6QMWZ_chipid7617.tiff,UNKNOWN
BTL3C05UEK_chipid5496.tiff,COASTAL
UHHYA8NDCP_chipid2378.tiff,SOUTHERN TRANSITION
NDLOK2TJRZ_chipid635.tiff,EASTERN DRY
O77QXQVOE3_chipid5344.tiff,NORTH EAST DRY
4VR8PJLBTM_chipid1209.tiff,CENTRAL DRY
DP6DMJGRDH_chipid5774.tiff,NORTHERN DRY
EIQ6RNNZHP_chipid6909.tiff,SOUTHERN TRANSITION
JXVUUS47IF_chipid254.tiff,SOUTHERN TRANSITION
H4S1FACFIA_chipid7852.tiff,NORTHERN DRY
H8Q4F1W5T1_chipid1481.tiff,CENTRAL DRY
UJFK9B2GYM_chipid2139.tiff,EASTERN DRY
XVL1K6MYWK_chipid372.tiff,SOUTHERN TRANSITION
4UBS7YTM2N_chipid7149.tiff,COASTAL
3B8DP3QHT5_chipid5965.tiff,NORTH EAST DRY
U0H873MVXY_chipid5485.tiff,COASTAL
CFJEV7YB5I_chipid7112.tiff,WESTERN TRANSITION
510OFKA83S_chipid4754.tiff,NORTH EAST DRY
RGZ2O8X8EM_chipid6502.tiff,NORTH EAST DRY
UXL9W746I2_chipid4608.tiff,NORTH EAST DRY
RETJ8RSXKO_chipid901.tiff,EASTERN DRY
U5LJRK467W_chipid3249.tiff,COASTAL
QDYA6UQ9UK_chipid1757.tiff,CENTRAL DRY
80NFXY95ES_chipid5355.tiff,SOUTHERN TRANSITION
SYQ7R3XPIA_chipid660.tiff,EASTERN DRY
SY2HE3BETB_chipid1517.tiff,CENTRAL DRY
C192D9QPRU_chipid146.tiff,SOUTHERN TRANSITION
4WZS19PP3L_chipid6715.tiff,UNKNOWN
7BVCFYJ8HD_chipid7349.tiff,SOUTHERN TRANSITION
WZG1U00XCD_chipid696.tiff,EASTERN DRY
BBA3Y92P16_chipid6023.tiff,UNKNOWN
PDU732JRZ0_chipid3927.tiff,UNKNOWN
Y3KHP7XDY8_chipid4518.tiff,NORTH EAST DRY
0NCQNNPVKU_chipid1164.tiff,CENTRAL DRY
PFA329EOLS_chipid305.tiff,SOUTHERN DRY
W0BLVWAQCG_chipid209.tiff,SOUTHERN TRANSITION
O6L6OEK1UY_chipid4654.tiff,NORTH EAST DRY
03K9BFLAWR_chipid8046.tiff,NORTH EAST DRY
A7323988Y0_chipid7088.tiff,WESTERN TRANSITION
BMYNQCJ6RX_chipid5208.tiff,NORTH EAST DRY
3FJC6PMTBZ_chipid938.tiff,EASTERN DRY
Z7RX3Q96NN_chipid998.tiff,EASTERN DRY
N0CI9JYAN7_chipid6816.tiff,NORTHERN DRY
TVKLRDVF8S_chipid5866.tiff,NORTHERN DRY
ZCOL16ZQ2Q_chipid1034.tiff,EASTERN DRY
XEZIPWRKBX_chipid3691.tiff,WESTERN TRANSITION
OGXI6EWTBZ_chipid3448.tiff,COASTAL
WRJLUR8WBC_chipid7588.tiff,NORTH EAST DRY
68ZIPAB6LU_chipid1901.tiff,EASTERN DRY
AXOHJSLPQO_chipid1534.tiff,CENTRAL DRY
L2PKWIIP9J_chipid6045.tiff,HILL
RRDVGNU224_chipid980.tiff,EASTERN DRY
FU0Q4Z24XC_chipid2468.tiff,EASTERN DRY
SCPXUEVJZC_chipid5743.tiff,NORTHERN DRY
UEJH3ZFTYW_chipid2912.tiff,CENTRAL DRY
X6RR5R1FWJ_chipid537.tiff,SOUTHERN DRY
FHWOBYL05X_chipid6267.tiff,NORTH EAST DRY
Y9RYL2HT3D_chipid3033.tiff,EASTERN DRY
IVBCB2TB8W_chipid166.tiff,SOUTHERN TRANSITION
KOUL26OEM1_chipid5766.tiff,NORTHERN DRY
8QGHSFRI6X_chipid3494.tiff,COASTAL
F5J0UB23NO_chipid77.tiff,SOUTHERN TRANSITION
XC5JTI9FIJ_chipid1849.tiff,CENTRAL DRY
ZQM4TB07SP_chipid6037.tiff,UNKNOWN
RU1RE4Q7NN_chipid2716.tiff,CENTRAL DRY
MCAZZU84AT_chipid4547.tiff,NORTH EAST DRY
JIJOCVADCJ_chipid2162.tiff,EASTERN DRY
KVHR0P0ZMT_chipid740.tiff,EASTERN DRY
T26F723ZRD_chipid3068.tiff,CENTRAL DRY
WZ5QRBC2CZ_chipid5186.tiff,UNKNOWN
6AJ9UOX0IL_chipid5451.tiff,SOUTHERN TRANSITION
FDYLW63SNE_chipid2860.tiff,CENTRAL DRY
NHXPGERIBU_chipid6650.tiff,UNKNOWN
K35L2GN4B7_chipid31.tiff,SOUTHERN TRANSITION
5MPMXMA3H5_chipid5799.tiff,NORTHERN DRY
4OMI1ZS5H5_chipid563.tiff,SOUTHERN DRY
XJLKKNT33C_chipid3678.tiff,WESTERN TRANSITION
T6TEUQ7F7P_chipid1044.tiff,EASTERN DRY
8VUXYMUTGM_chipid2466.tiff,EASTERN DRY
2EGT3T5SQB_chipid492.tiff,EASTERN DRY
G0QU3G0FDZ_chipid1064.tiff,UNKNOWN
Z9BT0DO4JM_chipid2185.tiff,EASTERN DRY
WA28AUE0UB_chipid6536.tiff,CENTRAL DRY
JWT2KFZ8BY_chipid6572.tiff,CENTRAL DRY
3T1SZ75IWW_chipid5858.tiff,NORTHERN DRY
FKDPNLUNKX_chipid594.tiff,EASTERN DRY
WDWMJ10WA9_chipid5383.tiff,SOUTHERN TRANSITION
3MS7J8YT77_chipid4949.tiff,COASTAL
8NT86O4Y89_chipid2894.tiff,CENTRAL DRY
VVEHVNHJ26_chipid3096.tiff,CENTRAL DRY
5THU5JS3ZO_chipid2175.tiff,EASTERN DRY
ZYZQ75F1HT_chipid6610.tiff,CENTRAL DRY
2AQ538PT7W_chipid7918.tiff,NORTHERN DRY
HJD5KHQPO4_chipid7790.tiff,UNKNOWN
K7V5R1MP24_chipid2523.tiff,WESTERN TRANSITION
HS7POA4RNA_chipid105.tiff,SOUTHERN TRANSITION
S40QMT1VSR_chipid234.tiff,SOUTHERN TRANSITION
NIKMLSNLR0_chipid2303.tiff,CENTRAL DRY
A4XYFW8BV6_chipid3651.tiff,WESTERN TRANSITION
DK7NOXRMW3_chipid1603.tiff,CENTRAL DRY
QA9VHXBWJ3_chipid1694.tiff,NORTH EAST DRY
UZNSFEFSMP_chipid3445.tiff,COASTAL
6VLEAVQ1X4_chipid5621.tiff,SOUTHERN TRANSITION
9CYXNWXYMK_chipid2334.tiff,CENTRAL DRY
J4W7POUE8T_chipid3744.tiff,WESTERN TRANSITION
9COQR19CZX_chipid7794.tiff,COASTAL
5D9W33RNPC_chipid3967.tiff,CENTRAL DRY
0K9KKGS3Z5_chipid1610.tiff,CENTRAL DRY
Y7D1JJDJCO_chipid2260.tiff,SOUTHERN TRANSITION
EHCVF7SHSI_chipid7207.tiff,COASTAL
GNCESIKD4B_chipid873.tiff,EASTERN DRY
CK2KD9FCD8_chipid3090.tiff,CENTRAL DRY
9G9BG6PQRD_chipid2090.tiff,EASTERN DRY
AXTK2IOM4Z_chipid2119.tiff,EASTERN DRY
3J2LSDEOES_chipid5076.tiff,NORTH EAST DRY
C631BNRAQ1_chipid6485.tiff,NORTH EAST DRY
FRJXQCIJR5_chipid3329.tiff,COASTAL
WLDQC26KIE_chipid4541.tiff,NORTH EAST DRY
F9D6V9PO6E_chipid836.tiff,EASTERN DRY
3OHI0AW25X_chipid5263.tiff,NORTH EAST DRY
JOJ04BO0G1_chipid6877.tiff,SOUTHERN TRANSITION
EZF7IX2EQI_chipid3964.tiff,CENTRAL DRY
RWL6DY36EO_chipid7691.tiff,COASTAL
TGVB2SDQ1I_chipid1092.tiff,UNKNOWN
E8XPA7GLI6_chipid2968.tiff,CENTRAL DRY
X4Y6RN44EC_chipid3362.tiff,COASTAL
2ZVZQIK0B4_chipid4028.tiff,SOUTHERN DRY
USM6G3TI9Y_chipid5410.tiff,SOUTHERN TRANSITION
JOMT4I4DFY_chipid7894.tiff,NORTHERN DRY
I3YQUUW9C1_chipid1260.tiff,CENTRAL DRY
4CM20V2WEU_chipid2184.tiff,EASTERN DRY
IA0Z96EZ08_chipid2643.tiff,EASTERN DRY
TY2HKBFHSU_chipid7515.tiff,NORTHERN DRY
O6K46DBOCS_chipid7593.tiff,NORTH EAST DRY
CIDK2FSNYL_chipid1966.tiff,EASTERN DRY
1Z03TYBEJ8_chipid6688.tiff,CENTRAL DRY
LZX9S8L056_chipid7454.tiff,CENTRAL DRY
XCU2M8VV6X_chipid5474.tiff,COASTAL
20DKGNIZDA_chipid832.tiff,EASTERN DRY
7UJB7P4KQ5_chipid6356.tiff,NORTH EAST DRY
TK08VAXNMN_chipid3975.tiff,SOUTHERN TRANSITION
VJNJNJ3UZH_chipid7732.tiff,COASTAL
N931WF2XEY_chipid1049.tiff,EASTERN DRY
V04KNQWK5S_chipid576.tiff,EASTERN DRY
B515T9J3RZ_chipid5996.tiff,CENTRAL DRY
5P8IGS8RB5_chipid952.tiff,EASTERN DRY
YIZ6BK43Y4_chipid3117.tiff,CENTRAL DRY
G48VTTE9DG_chipid473.tiff,SOUTHERN DRY
88ZF0Q4RPE_chipid1369.tiff,CENTRAL DRY
HUNS66HFOS_chipid5968.tiff,NORTH EAST DRY
PSE7PRG6KW_chipid2835.tiff,SOUTHERN DRY
LHD594838R_chipid7220.tiff,UNKNOWN
QD7RQMEHXZ_chipid1600.tiff,CENTRAL DRY
XK42XH53PW_chipid4265.tiff,SOUTHERN TRANSITION
LEWZA13DUY_chipid5178.tiff,NORTH EAST DRY
I4W9S60KAL_chipid427.tiff,SOUTHERN DRY
XTH2C6CYW1_chipid399.tiff,SOUTHERN DRY
OB5K22F0AJ_chipid158.tiff,SOUTHERN TRANSITION
86J6KIVUTJ_chipid5423.tiff,SOUTHERN TRANSITION
ZA4J4G6G39_chipid575.tiff,EASTERN DRY
T3TC8KDVXD_chipid1390.tiff,CENTRAL DRY
AQMFDJZVZD_chipid6289.tiff,NORTH EAST DRY
ZHWSUF3TP4_chipid3593.tiff,COASTAL
L4X8V0E86Q_chipid2483.tiff,EASTERN DRY
IF4OSNOPIK_chipid988.tiff,EASTERN DRY
WY2O1WX50J_chipid600.tiff,EASTERN DRY
ILUKGEAYJG_chipid4607.tiff,NORTH EAST DRY
96G09PGETI_chipid3584.tiff,COASTAL
10UWWEFAA5_chipid5724.tiff,NORTHERN DRY
SZUSQCBTDM_chipid6863.tiff,UNKNOWN
JDFIB5OFE2_chipid5838.tiff,NORTHERN DRY
LJJT56TSGF_chipid7880.tiff,NORTHERN DRY
M2V5NPCUWW_chipid6951.tiff,EASTERN DRY
PHHIDKQ51C_chipid1750.tiff,CENTRAL DRY
UU5EAZTVO6_chipid1718.tiff,NORTH EAST DRY
JJ7Q79I8UZ_chipid3529.tiff,COASTAL
U7XN480VFR_chipid4043.tiff,SOUTHERN DRY
J4W2Z06O13_chipid2113.tiff,EASTERN DRY
B5OY5P1Q55_chipid3701.tiff,WESTERN TRANSITION
4V1Q0XLZ3O_chipid4481.tiff,NORTH EAST DRY
NYYSVJAX3A_chipid750.tiff,EASTERN DRY
ADMA7IER26_chipid71.tiff,SOUTHERN TRANSITION
1VWSW6GM99_chipid3079.tiff,CENTRAL DRY
VK2JAAD7AL_chipid7715.tiff,COASTAL
IZAYJR7E57_chipid3730.tiff,WESTERN TRANSITION
GV9QM1M9WP_chipid2929.tiff,CENTRAL DRY
C8GCVIOFJ1_chipid402.tiff,SOUTHERN DRY
2KHTXZ9TEO_chipid5684.tiff,NORTHERN DRY
GGRQI8GHWD_chipid7173.tiff,UNKNOWN
30W2AUTZIO_chipid68.tiff,SOUTHERN TRANSITION
K1X2WTAYQK_chipid7213.tiff,CENTRAL DRY
NT3I6GHLEO_chipid1231.tiff,CENTRAL DRY
MHYA9V1G5T_chipid4051.tiff,SOUTHERN DRY
RI2I9EV0ZN_chipid2464.tiff,EASTERN DRY
V35VFGVV08_chipid74.tiff,SOUTHERN TRANSITION
Z6K0RLRQJY_chipid7328.tiff,NORTH EAST DRY
A95YHI1BQ2_chipid8025.tiff,COASTAL
U9SK6636DN_chipid369.tiff,SOUTHERN TRANSITION
9EA9FW9Q7N_chipid7776.tiff,NORTH EAST DRY
U9KOHQMXVF_chipid5206.tiff,UNKNOWN
39YF54727M_chipid2013.tiff,EASTERN DRY
5CF2RJEJBH_chipid6257.tiff,NORTH EAST DRY
LMFUVFU9DL_chipid3896.tiff,CENTRAL DRY
GGNKZ61TAN_chipid139.tiff,SOUTHERN TRANSITION
BD1S15WJHU_chipid3835.tiff,CENTRAL DRY
CJSIVM78NH_chipid5287.tiff,NORTH EAST DRY
WYVG1NDANE_chipid4003.tiff,UNKNOWN
IC2WT8I6EG_chipid6078.tiff,HILL
SAML80X4YX_chipid7630.tiff,CENTRAL DRY
ELRT6K5SEX_chipid2727.tiff,CENTRAL DRY
X6EMAOXBBW_chipid3180.tiff,SOUTHERN DRY
TAOVSDGNQ6_chipid3075.tiff,CENTRAL DRY
BUEHDSVO7K_chipid5380.tiff,SOUTHERN TRANSITION
KY0MZP7RZN_chipid7510.tiff,NORTHERN DRY
LDG0QS2B4N_chipid2707.tiff,CENTRAL DRY
693IEJ9TK5_chipid1897.tiff,EASTERN DRY
XAZES4WEJ4_chipid2061.tiff,EASTERN DRY
T16ME7FFXO_chipid5934.tiff,NORTHERN DRY
C98JBXXFGO_chipid5614.tiff,SOUTHERN TRANSITION
5JL781LC00_chipid4759.tiff,NORTH EAST DRY
TJWHGQ181L_chipid6018.tiff,UNKNOWN
KXJT37A6XI_chipid4461.tiff,NORTH EAST DRY
3E6H8G00MQ_chipid483.tiff,SOUTHERN DRY
T42MF42NWH_chipid3298.tiff,COASTAL
10DQOCAFKA_chipid2093.tiff,EASTERN DRY
JLS0Y2HKVQ_chipid5545.tiff,SOUTHERN TRANSITION
ALGQQC0WXS_chipid8000.tiff,COASTAL
RZYA5N32PD_chipid1388.tiff,CENTRAL DRY
L6WB0TM5EO_chipid4971.tiff,HILL
LBL2JW5GVV_chipid7992.tiff,COASTAL
TFD3YEYIFB_chipid418.tiff,SOUTHERN DRY
DB6N550I4U_chipid1621.tiff,CENTRAL DRY
CDHQ9OZRM5_chipid3336.tiff,COASTAL
76IVHLR25P_chipid5330.tiff,NORTH EAST DRY
ALU4IADSVY_chipid6265.tiff,NORTH EAST DRY
7JP0HKXNTU_chipid892.tiff,EASTERN DRY
BY14RZWNSP_chipid5734.tiff,NORTHERN DRY
I0UT6MLF9V_chipid6776.tiff,UNKNOWN
DT4BXUM010_chipid4813.tiff,COASTAL
UAPO0EAAC1_chipid4325.tiff,NORTH EAST DRY
3AT586ZOV6_chipid561.tiff,SOUTHERN DRY
PRQ5N2LNH3_chipid7176.tiff,UNKNOWN
GVRNSAQ7JW_chipid888.tiff,EASTERN DRY
8X5QUIW1T7_chipid3440.tiff,CENTRAL DRY
40R27JXBFT_chipid6269.tiff,NORTH EAST DRY
QMART0DZAC_chipid7854.tiff,NORTHERN DRY
875AJMMDVK_chipid2030.tiff,EASTERN DRY
IU5VBAAX8X_chipid6548.tiff,CENTRAL DRY
IH8GCZC08Z_chipid6481.tiff,NORTH EAST DRY
MAH2RYH6KX_chipid3380.tiff,COASTAL
JO0QTV3TWO_chipid4565.tiff,NORTH EAST DRY
8ZJVXIBRWM_chipid547.tiff,SOUTHERN DRY
7GNV42Y8OO_chipid3758.tiff,WESTERN TRANSITION
G120W8FGE8_chipid7467.tiff,CENTRAL DRY
WXNU5A5YG5_chipid5085.tiff,NORTH EAST DRY
WFEEFO7NIT_chipid3571.tiff,COASTAL
3ENPVZU5IJ_chipid1215.tiff,CENTRAL DRY
9PD1KJ3ZXR_chipid2206.tiff,EASTERN DRY
KJSNQ6S7V0_chipid2326.tiff,CENTRAL DRY
ZXN5P9BRQN_chipid6571.tiff,CENTRAL DRY
UO97MVZIBV_chipid3717.tiff,WESTERN TRANSITION
